tgt,src
"[3, 101, 200, 85, 16]","[101, 83, 56, 60, 105]"
"[222, 170, 31, 12, 2]","[54, 86, 102, 103, 92]"
"[90, 67, 71, 103, 97]","[87, 82, 90, 81, 88]"
"[202, 148, 45, 10, 3]","[57, 68, 76, 96, 111]"
"[211, 161, 53, 14, 1]","[52, 73, 103, 108, 104]"
"[220, 166, 42, 15, 1]","[63, 70, 93, 107, 111]"
"[216, 147, 36, 9, 4]","[44, 80, 92, 106, 90]"
"[83, 87, 86, 85, 81]","[85, 96, 77, 76, 88]"
"[9, 107, 204, 76, 11]","[96, 79, 58, 78, 96]"
"[224, 146, 35, 13, 3]","[42, 72, 102, 109, 96]"
"[15, 96, 210, 90, 3]","[103, 85, 55, 84, 87]"
"[11, 88, 231, 90, 6]","[105, 78, 48, 84, 111]"
"[207, 168, 50, 11, 5]","[46, 77, 87, 122, 109]"
"[86, 78, 82, 83, 102]","[84, 98, 82, 92, 75]"
"[7, 100, 212, 93, 5]","[90, 80, 55, 80, 112]"
"[11, 108, 215, 95, 5]","[120, 87, 56, 79, 92]"
"[5, 97, 201, 105, 13]","[101, 88, 55, 71, 106]"
"[202, 171, 32, 9, 5]","[56, 60, 100, 98, 105]"
"[204, 176, 46, 13, 6]","[52, 67, 109, 107, 110]"
"[210, 177, 39, 8, 2]","[62, 73, 99, 94, 108]"
"[14, 112, 185, 91, 6]","[99, 74, 58, 87, 90]"
"[92, 92, 81, 68, 79]","[78, 85, 81, 89, 79]"
"[11, 90, 217, 87, 12]","[94, 79, 45, 96, 103]"
"[8, 100, 206, 88, 10]","[103, 59, 60, 71, 119]"
"[190, 160, 48, 5, 9]","[48, 52, 89, 123, 100]"
"[210, 162, 38, 16, 8]","[59, 70, 96, 104, 105]"
"[6, 96, 215, 83, 10]","[107, 67, 44, 76, 116]"
"[13, 90, 212, 83, 13]","[102, 79, 49, 83, 98]"
"[94, 83, 79, 69, 76]","[69, 80, 90, 73, 89]"
"[201, 154, 43, 11, 9]","[57, 70, 96, 103, 92]"
"[212, 139, 40, 8, 1]","[43, 69, 95, 87, 106]"
"[7, 94, 224, 86, 8]","[111, 72, 49, 67, 120]"
"[193, 157, 43, 12, 8]","[46, 69, 85, 110, 103]"
"[10, 92, 185, 104, 9]","[114, 60, 50, 76, 100]"
"[9, 100, 225, 101, 12]","[118, 72, 48, 89, 120]"
"[199, 142, 45, 13, 4]","[48, 70, 94, 100, 91]"
"[6, 108, 207, 109, 6]","[105, 90, 41, 86, 114]"
"[10, 101, 210, 116, 10]","[126, 89, 54, 79, 99]"
"[75, 90, 91, 94, 72]","[84, 76, 81, 88, 93]"
"[7, 95, 214, 116, 13]","[108, 80, 46, 82, 129]"
"[195, 153, 42, 6, 5]","[63, 66, 75, 98, 99]"
"[88, 77, 82, 79, 91]","[89, 73, 87, 81, 87]"
"[9, 89, 211, 96, 10]","[108, 84, 42, 64, 117]"
"[20, 109, 191, 103, 4]","[93, 79, 55, 78, 122]"
"[222, 153, 45, 12, 12]","[52, 74, 97, 121, 100]"
"[8, 103, 201, 100, 2]","[91, 76, 54, 87, 106]"
"[5, 77, 222, 95, 9]","[92, 90, 54, 71, 101]"
"[176, 166, 45, 15, 8]","[60, 59, 90, 104, 97]"
"[216, 148, 37, 9, 1]","[39, 69, 92, 102, 109]"
"[89, 89, 77, 84, 89]","[84, 85, 75, 104, 80]"
"[12, 101, 191, 88, 9]","[99, 75, 57, 69, 101]"
"[13, 97, 208, 106, 11]","[108, 98, 59, 67, 103]"
"[9, 90, 195, 98, 13]","[89, 82, 54, 72, 108]"
"[223, 160, 46, 14, 5]","[64, 65, 97, 119, 103]"
"[77, 95, 91, 85, 73]","[82, 84, 101, 79, 75]"
"[11, 96, 223, 107, 11]","[96, 101, 57, 82, 112]"
"[200, 187, 48, 11, 3]","[52, 62, 109, 111, 115]"
"[199, 174, 51, 17, 7]","[63, 72, 89, 110, 114]"
"[78, 85, 91, 93, 80]","[74, 87, 82, 79, 105]"
"[89, 86, 78, 70, 82]","[68, 72, 85, 93, 87]"
"[89, 94, 95, 78, 81]","[79, 85, 92, 84, 97]"
"[71, 80, 83, 90, 77]","[84, 77, 80, 78, 82]"
"[200, 160, 43, 14, 2]","[60, 60, 94, 96, 109]"
"[188, 160, 46, 14, 5]","[51, 55, 99, 102, 106]"
"[224, 145, 37, 8, 3]","[46, 67, 105, 98, 101]"
"[12, 88, 203, 94, 4]","[97, 79, 49, 69, 107]"
"[7, 84, 220, 93, 9]","[93, 79, 49, 81, 111]"
"[94, 84, 88, 92, 70]","[72, 88, 78, 78, 112]"
"[8, 101, 200, 90, 12]","[110, 72, 57, 76, 96]"
"[212, 164, 47, 14, 4]","[58, 66, 112, 111, 94]"
"[8, 99, 205, 108, 12]","[104, 78, 56, 87, 107]"
"[209, 165, 46, 9, 1]","[63, 67, 102, 101, 97]"
"[109, 97, 76, 83, 83]","[82, 98, 96, 85, 87]"
"[210, 150, 37, 18, 10]","[53, 59, 100, 108, 105]"
"[66, 96, 78, 84, 80]","[87, 66, 89, 71, 91]"
"[10, 101, 185, 104, 13]","[96, 72, 54, 81, 110]"
"[200, 157, 40, 7, 4]","[59, 63, 82, 111, 93]"
"[82, 79, 84, 83, 102]","[90, 87, 85, 87, 81]"
"[14, 93, 193, 98, 12]","[86, 83, 48, 86, 107]"
"[18, 92, 192, 101, 11]","[92, 85, 59, 86, 92]"
"[225, 172, 39, 5, 5]","[61, 65, 106, 109, 105]"
"[14, 100, 219, 96, 8]","[109, 84, 54, 97, 93]"
"[14, 112, 222, 90, 6]","[113, 78, 63, 88, 102]"
"[182, 161, 46, 11, 3]","[61, 82, 84, 85, 91]"
"[11, 108, 194, 99, 6]","[92, 68, 61, 93, 104]"
"[13, 114, 198, 103, 9]","[100, 85, 53, 99, 100]"
"[228, 172, 37, 6, 3]","[58, 73, 103, 97, 115]"
"[81, 87, 69, 81, 91]","[80, 85, 94, 83, 67]"
"[210, 158, 41, 20, 3]","[51, 62, 100, 104, 115]"
"[221, 163, 37, 12, 4]","[47, 73, 102, 107, 108]"
"[15, 97, 181, 108, 16]","[102, 80, 58, 84, 93]"
"[2, 102, 216, 88, 12]","[112, 75, 44, 92, 97]"
"[11, 101, 187, 90, 12]","[91, 75, 52, 79, 104]"
"[194, 163, 46, 15, 7]","[56, 59, 82, 120, 108]"
"[197, 162, 35, 6, 6]","[59, 69, 92, 92, 94]"
"[10, 109, 191, 95, 7]","[113, 80, 50, 71, 98]"
"[9, 112, 211, 97, 12]","[113, 74, 59, 76, 119]"
"[191, 154, 44, 15, 3]","[55, 66, 82, 109, 95]"
"[81, 108, 70, 86, 89]","[96, 97, 81, 90, 70]"
"[77, 97, 88, 90, 76]","[97, 88, 85, 73, 85]"
"[213, 179, 41, 11, 5]","[60, 75, 105, 95, 114]"
"[11, 101, 230, 93, 7]","[104, 97, 56, 93, 92]"
"[10, 96, 228, 99, 9]","[92, 93, 51, 94, 112]"
"[224, 162, 37, 10, 3]","[63, 66, 97, 105, 105]"
"[10, 96, 202, 91, 5]","[95, 80, 47, 78, 104]"
"[78, 79, 108, 91, 92]","[86, 88, 97, 85, 92]"
"[209, 185, 40, 7, 3]","[52, 65, 125, 95, 107]"
"[88, 86, 69, 83, 79]","[98, 82, 68, 75, 82]"
"[194, 154, 40, 10, 3]","[56, 70, 86, 99, 90]"
"[3, 97, 204, 96, 5]","[101, 70, 41, 92, 101]"
"[10, 108, 193, 95, 7]","[110, 71, 57, 76, 99]"
"[89, 89, 92, 82, 93]","[70, 89, 100, 105, 81]"
"[8, 101, 217, 104, 9]","[109, 91, 50, 91, 98]"
"[80, 73, 99, 91, 82]","[71, 85, 69, 85, 115]"
"[98, 64, 83, 82, 74]","[71, 90, 67, 83, 90]"
"[11, 89, 216, 93, 11]","[122, 88, 48, 74, 88]"
"[196, 161, 44, 15, 2]","[48, 68, 103, 94, 105]"
"[208, 148, 42, 9, 3]","[53, 55, 84, 96, 122]"
"[84, 79, 75, 96, 76]","[78, 95, 73, 81, 83]"
"[203, 148, 47, 11, 0]","[52, 65, 81, 100, 111]"
"[203, 157, 37, 15, 0]","[55, 73, 95, 78, 111]"
"[76, 76, 91, 78, 79]","[89, 76, 73, 76, 86]"
"[5, 104, 197, 98, 6]","[103, 75, 57, 66, 109]"
"[8, 97, 237, 94, 14]","[111, 94, 60, 88, 97]"
"[13, 103, 187, 96, 13]","[98, 91, 53, 75, 95]"
"[13, 112, 217, 89, 17]","[99, 87, 57, 100, 105]"
"[6, 88, 236, 94, 9]","[112, 92, 42, 80, 107]"
"[181, 174, 38, 12, 7]","[48, 63, 105, 109, 87]"
"[9, 102, 194, 108, 4]","[111, 68, 55, 82, 101]"
"[11, 86, 204, 111, 11]","[113, 83, 60, 72, 95]"
"[200, 144, 40, 14, 5]","[47, 70, 90, 91, 105]"
"[98, 91, 73, 79, 78]","[91, 83, 75, 88, 82]"
"[194, 157, 37, 12, 1]","[52, 64, 102, 90, 93]"
"[208, 188, 36, 10, 2]","[61, 65, 105, 100, 113]"
"[194, 175, 39, 6, 7]","[64, 59, 93, 96, 109]"
"[8, 93, 221, 105, 8]","[99, 69, 61, 95, 111]"
"[15, 89, 236, 100, 6]","[119, 82, 53, 79, 113]"
"[209, 145, 32, 13, 1]","[57, 56, 95, 86, 106]"
"[14, 106, 217, 103, 9]","[110, 73, 63, 93, 110]"
"[91, 75, 102, 89, 84]","[82, 90, 81, 100, 88]"
"[12, 90, 225, 112, 7]","[105, 82, 53, 93, 113]"
"[11, 84, 208, 94, 14]","[96, 77, 47, 75, 116]"
"[81, 82, 84, 77, 82]","[87, 75, 84, 80, 80]"
"[226, 156, 47, 13, 4]","[61, 76, 105, 94, 110]"
"[89, 76, 77, 90, 81]","[73, 91, 93, 77, 79]"
"[92, 87, 93, 84, 90]","[94, 72, 82, 112, 86]"
"[89, 79, 78, 99, 88]","[74, 80, 75, 98, 106]"
"[233, 142, 33, 10, 2]","[42, 67, 102, 103, 106]"
"[13, 103, 202, 95, 19]","[95, 89, 59, 76, 113]"
"[210, 167, 37, 18, 3]","[56, 67, 91, 102, 119]"
"[199, 158, 39, 12, 1]","[53, 67, 87, 95, 107]"
"[10, 92, 219, 90, 12]","[113, 72, 55, 86, 97]"
"[3, 109, 199, 91, 5]","[113, 60, 47, 74, 113]"
"[87, 84, 79, 85, 76]","[83, 59, 86, 94, 89]"
"[9, 93, 204, 84, 12]","[87, 77, 56, 83, 99]"
"[192, 181, 35, 16, 4]","[53, 53, 92, 120, 110]"
"[205, 158, 28, 8, 4]","[49, 54, 98, 99, 103]"
"[209, 157, 49, 8, 2]","[49, 78, 94, 93, 111]"
"[8, 122, 197, 80, 9]","[95, 75, 57, 83, 106]"
"[14, 114, 188, 99, 12]","[114, 75, 55, 85, 98]"
"[203, 158, 35, 13, 1]","[44, 55, 87, 109, 115]"
"[238, 164, 35, 6, 1]","[52, 59, 96, 116, 121]"
"[84, 83, 85, 93, 82]","[90, 78, 88, 85, 86]"
"[191, 151, 47, 9, 4]","[52, 61, 103, 86, 100]"
"[8, 86, 213, 111, 8]","[94, 93, 60, 74, 105]"
"[83, 84, 86, 75, 78]","[81, 89, 83, 70, 83]"
"[7, 94, 251, 93, 5]","[103, 83, 53, 103, 108]"
"[6, 95, 239, 99, 7]","[110, 78, 61, 81, 116]"
"[15, 90, 215, 103, 10]","[101, 95, 50, 80, 107]"
"[172, 208, 43, 18, 4]","[71, 57, 99, 95, 123]"
"[95, 84, 88, 85, 71]","[79, 86, 78, 84, 96]"
"[75, 83, 84, 83, 84]","[84, 80, 81, 76, 88]"
"[75, 96, 93, 86, 77]","[87, 86, 84, 79, 91]"
"[85, 78, 84, 96, 106]","[97, 87, 92, 75, 98]"
"[211, 158, 36, 9, 4]","[49, 66, 104, 95, 104]"
"[233, 139, 42, 10, 5]","[46, 67, 102, 115, 99]"
"[201, 160, 49, 20, 8]","[61, 68, 92, 103, 114]"
"[19, 100, 232, 78, 5]","[106, 80, 53, 84, 111]"
"[100, 97, 90, 76, 80]","[73, 89, 90, 104, 87]"
"[7, 90, 211, 100, 5]","[104, 88, 44, 66, 111]"
"[212, 169, 41, 6, 3]","[55, 77, 89, 109, 101]"
"[10, 98, 191, 94, 17]","[96, 87, 56, 76, 95]"
"[96, 81, 86, 102, 78]","[103, 74, 99, 80, 87]"
"[86, 78, 86, 82, 78]","[82, 94, 60, 86, 88]"
"[13, 107, 186, 88, 15]","[92, 74, 59, 91, 93]"
"[92, 77, 98, 93, 86]","[89, 104, 87, 88, 78]"
"[72, 82, 89, 77, 84]","[95, 77, 84, 70, 78]"
"[220, 153, 43, 11, 3]","[51, 78, 99, 104, 98]"
"[98, 88, 98, 75, 91]","[87, 91, 97, 84, 91]"
"[201, 171, 39, 9, 5]","[61, 67, 99, 93, 105]"
"[208, 142, 37, 13, 3]","[42, 59, 95, 99, 108]"
"[82, 88, 82, 89, 89]","[87, 81, 80, 88, 94]"
"[84, 85, 93, 79, 80]","[88, 82, 85, 91, 75]"
"[98, 80, 85, 95, 87]","[81, 86, 97, 88, 93]"
"[192, 169, 33, 8, 0]","[54, 58, 95, 106, 89]"
"[11, 105, 210, 98, 10]","[124, 83, 57, 74, 96]"
"[197, 157, 40, 8, 5]","[55, 73, 95, 88, 96]"
"[69, 90, 70, 78, 93]","[94, 69, 78, 64, 95]"
"[194, 161, 44, 10, 4]","[59, 59, 84, 111, 100]"
"[12, 95, 226, 95, 5]","[115, 79, 52, 87, 100]"
"[195, 173, 43, 16, 5]","[53, 66, 89, 102, 122]"
"[91, 85, 71, 72, 95]","[80, 79, 85, 90, 80]"
"[192, 167, 51, 12, 2]","[59, 68, 94, 97, 106]"
"[81, 84, 89, 94, 79]","[82, 84, 95, 78, 88]"
"[219, 170, 32, 16, 3]","[64, 82, 94, 104, 96]"
"[71, 100, 69, 95, 77]","[74, 83, 94, 78, 83]"
"[77, 84, 93, 89, 91]","[88, 88, 85, 78, 95]"
"[213, 152, 44, 14, 1]","[54, 74, 90, 95, 111]"
"[8, 112, 204, 92, 8]","[107, 77, 63, 72, 105]"
"[230, 146, 51, 10, 4]","[73, 77, 101, 102, 88]"
"[4, 98, 207, 103, 6]","[105, 80, 45, 81, 107]"
"[16, 107, 192, 98, 12]","[116, 95, 47, 80, 87]"
"[12, 112, 198, 103, 17]","[106, 71, 64, 95, 106]"
"[74, 87, 94, 101, 94]","[98, 78, 90, 83, 101]"
"[208, 159, 44, 8, 6]","[57, 61, 91, 116, 100]"
"[201, 181, 34, 15, 6]","[63, 56, 101, 110, 107]"
"[12, 91, 226, 100, 9]","[110, 90, 45, 77, 116]"
"[13, 103, 208, 112, 12]","[121, 96, 50, 87, 94]"
"[181, 158, 49, 14, 7]","[54, 52, 106, 87, 110]"
"[12, 103, 230, 95, 9]","[110, 97, 53, 78, 111]"
"[86, 100, 78, 96, 82]","[102, 84, 86, 77, 93]"
"[12, 89, 193, 97, 11]","[98, 77, 59, 73, 95]"
"[207, 167, 42, 8, 3]","[62, 58, 86, 109, 112]"
"[88, 90, 77, 91, 90]","[82, 83, 83, 88, 100]"
"[21, 108, 177, 100, 11]","[96, 88, 50, 83, 100]"
"[89, 78, 84, 85, 81]","[98, 92, 82, 74, 71]"
"[92, 72, 87, 82, 80]","[85, 92, 77, 77, 82]"
"[230, 146, 37, 16, 1]","[50, 75, 105, 95, 105]"
"[88, 76, 101, 82, 92]","[102, 94, 88, 79, 76]"
"[11, 101, 228, 97, 8]","[101, 91, 65, 67, 121]"
"[209, 161, 45, 10, 5]","[46, 69, 114, 110, 91]"
"[213, 133, 51, 14, 5]","[47, 67, 105, 96, 101]"
"[90, 79, 102, 92, 84]","[108, 88, 81, 80, 90]"
"[15, 101, 199, 97, 13]","[94, 85, 64, 79, 103]"
"[207, 163, 41, 15, 3]","[68, 67, 97, 104, 93]"
"[88, 85, 85, 83, 84]","[73, 78, 89, 88, 97]"
"[15, 94, 196, 96, 8]","[111, 88, 39, 88, 83]"
"[99, 79, 83, 97, 72]","[85, 89, 80, 85, 91]"
"[99, 81, 80, 93, 94]","[81, 100, 96, 82, 88]"
"[184, 161, 47, 10, 4]","[64, 61, 86, 90, 105]"
"[6, 102, 214, 94, 8]","[97, 92, 63, 79, 93]"
"[81, 104, 61, 78, 83]","[84, 69, 77, 88, 89]"
"[12, 111, 199, 89, 3]","[99, 69, 64, 77, 105]"
"[7, 101, 215, 81, 6]","[94, 87, 47, 82, 100]"
"[88, 76, 87, 89, 86]","[78, 94, 85, 77, 92]"
"[199, 168, 54, 14, 6]","[73, 64, 89, 112, 103]"
"[98, 84, 81, 89, 75]","[65, 88, 103, 84, 87]"
"[10, 98, 216, 78, 10]","[88, 83, 41, 100, 100]"
"[224, 164, 48, 6, 5]","[62, 87, 88, 107, 103]"
"[89, 98, 73, 100, 85]","[83, 83, 91, 96, 92]"
"[69, 88, 109, 104, 76]","[89, 85, 97, 82, 93]"
"[9, 96, 211, 96, 4]","[93, 82, 58, 71, 112]"
"[75, 71, 83, 76, 108]","[80, 88, 86, 80, 79]"
"[19, 106, 196, 91, 8]","[95, 88, 57, 77, 103]"
"[233, 150, 38, 7, 2]","[47, 74, 93, 111, 105]"
"[73, 82, 92, 79, 80]","[84, 84, 65, 92, 81]"
"[11, 98, 208, 119, 7]","[111, 93, 55, 80, 104]"
"[9, 103, 198, 91, 14]","[116, 72, 53, 68, 106]"
"[19, 88, 201, 89, 15]","[98, 88, 45, 68, 113]"
"[82, 79, 79, 83, 78]","[80, 87, 79, 76, 79]"
"[95, 85, 90, 96, 78]","[96, 83, 79, 93, 93]"
"[104, 93, 78, 72, 74]","[88, 79, 82, 84, 88]"
"[72, 72, 84, 80, 107]","[91, 88, 81, 79, 76]"
"[5, 74, 233, 96, 14]","[97, 90, 52, 68, 115]"
"[18, 95, 211, 111, 12]","[124, 87, 52, 73, 111]"
"[94, 76, 81, 78, 109]","[85, 101, 91, 95, 66]"
"[6, 91, 205, 98, 6]","[86, 90, 51, 78, 101]"
"[83, 85, 91, 73, 77]","[90, 73, 88, 73, 85]"
"[231, 158, 37, 8, 4]","[56, 73, 90, 113, 106]"
"[215, 164, 40, 15, 5]","[63, 70, 114, 96, 96]"
"[208, 137, 48, 13, 5]","[63, 56, 107, 90, 95]"
"[207, 156, 30, 17, 9]","[33, 81, 95, 110, 100]"
"[5, 105, 218, 94, 5]","[91, 88, 54, 90, 104]"
"[190, 155, 43, 11, 5]","[44, 65, 100, 90, 105]"
"[76, 79, 88, 76, 89]","[81, 91, 79, 76, 81]"
"[205, 137, 47, 15, 4]","[39, 74, 97, 95, 103]"
"[79, 92, 89, 70, 80]","[67, 90, 98, 72, 83]"
"[77, 104, 76, 83, 82]","[87, 80, 70, 87, 98]"
"[12, 114, 195, 114, 15]","[109, 82, 68, 72, 119]"
"[7, 101, 212, 109, 9]","[110, 79, 76, 76, 97]"
"[203, 154, 35, 15, 5]","[54, 71, 89, 97, 101]"
"[225, 156, 37, 9, 1]","[58, 67, 103, 94, 106]"
"[80, 88, 83, 75, 77]","[87, 88, 71, 74, 83]"
"[8, 84, 213, 89, 8]","[94, 89, 52, 79, 88]"
"[11, 100, 225, 107, 7]","[102, 94, 61, 90, 103]"
"[206, 164, 42, 8, 5]","[60, 66, 93, 103, 103]"
"[191, 177, 53, 16, 4]","[59, 55, 109, 95, 123]"
"[75, 81, 95, 74, 80]","[71, 95, 72, 83, 84]"
"[86, 70, 97, 82, 82]","[72, 99, 86, 85, 75]"
"[81, 90, 79, 77, 87]","[87, 89, 81, 71, 86]"
"[92, 87, 91, 94, 80]","[88, 83, 99, 77, 97]"
"[10, 109, 220, 101, 10]","[113, 87, 51, 96, 103]"
"[78, 89, 102, 86, 86]","[96, 87, 87, 81, 90]"
"[228, 166, 41, 8, 5]","[54, 76, 96, 112, 110]"
"[80, 79, 87, 99, 99]","[73, 95, 83, 95, 98]"
"[9, 79, 250, 99, 11]","[109, 96, 62, 76, 105]"
"[94, 82, 73, 85, 86]","[83, 89, 84, 82, 82]"
"[87, 67, 93, 88, 86]","[103, 71, 83, 97, 67]"
"[221, 169, 44, 8, 1]","[49, 60, 102, 102, 130]"
"[217, 145, 39, 15, 5]","[40, 72, 95, 100, 114]"
"[96, 96, 83, 85, 88]","[100, 72, 83, 93, 100]"
"[17, 103, 199, 90, 8]","[100, 82, 42, 90, 103]"
"[220, 154, 29, 4, 1]","[43, 57, 80, 109, 119]"
"[206, 171, 50, 15, 1]","[62, 68, 89, 110, 114]"
"[204, 153, 45, 10, 6]","[49, 68, 99, 103, 99]"
"[14, 107, 202, 113, 10]","[107, 83, 73, 85, 98]"
"[84, 92, 89, 102, 76]","[79, 82, 86, 86, 110]"
"[89, 95, 85, 82, 99]","[104, 87, 78, 87, 94]"
"[222, 139, 43, 12, 3]","[48, 53, 98, 116, 104]"
"[190, 186, 52, 17, 4]","[60, 62, 101, 119, 107]"
"[7, 112, 212, 94, 6]","[123, 81, 47, 86, 94]"
"[15, 104, 208, 113, 8]","[119, 85, 56, 92, 96]"
"[75, 100, 96, 94, 83]","[88, 86, 94, 89, 91]"
"[15, 95, 203, 99, 5]","[113, 84, 60, 71, 89]"
"[213, 139, 43, 8, 0]","[49, 51, 72, 104, 127]"
"[224, 133, 38, 4, 3]","[44, 71, 91, 117, 79]"
"[210, 172, 41, 8, 7]","[62, 65, 100, 107, 104]"
"[7, 90, 240, 92, 7]","[103, 100, 47, 87, 99]"
"[213, 165, 37, 18, 5]","[58, 68, 117, 100, 95]"
"[3, 104, 210, 100, 7]","[100, 86, 55, 85, 98]"
"[2, 92, 235, 90, 7]","[110, 84, 47, 85, 100]"
"[191, 162, 38, 16, 3]","[53, 52, 104, 92, 109]"
"[7, 96, 193, 97, 8]","[109, 72, 55, 80, 85]"
"[206, 168, 35, 6, 5]","[62, 66, 94, 90, 108]"
"[229, 143, 41, 6, 2]","[51, 63, 102, 107, 98]"
"[223, 137, 40, 8, 6]","[54, 74, 84, 100, 102]"
"[9, 115, 205, 106, 11]","[111, 68, 61, 72, 134]"
"[7, 109, 218, 94, 7]","[130, 95, 38, 84, 88]"
"[76, 85, 82, 93, 104]","[98, 75, 94, 84, 89]"
"[174, 164, 53, 17, 2]","[52, 54, 100, 100, 104]"
"[194, 147, 46, 13, 8]","[60, 64, 90, 96, 98]"
"[81, 89, 94, 98, 88]","[89, 105, 73, 86, 97]"
"[207, 161, 49, 12, 3]","[67, 87, 97, 89, 92]"
"[17, 85, 210, 111, 9]","[95, 107, 48, 70, 112]"
"[86, 96, 75, 90, 101]","[77, 89, 94, 96, 92]"
"[80, 87, 87, 78, 97]","[77, 89, 92, 89, 82]"
"[75, 83, 83, 87, 89]","[82, 79, 87, 97, 72]"
"[233, 162, 39, 9, 2]","[42, 65, 96, 125, 117]"
"[203, 168, 33, 10, 2]","[42, 65, 110, 98, 101]"
"[77, 83, 87, 77, 79]","[77, 80, 74, 83, 89]"
"[85, 76, 79, 81, 79]","[77, 85, 81, 77, 80]"
"[5, 89, 228, 77, 6]","[97, 82, 48, 83, 95]"
"[9, 102, 222, 96, 6]","[103, 88, 57, 76, 111]"
"[13, 103, 185, 93, 15]","[90, 81, 63, 69, 106]"
"[15, 86, 201, 95, 11]","[91, 79, 47, 90, 101]"
"[10, 91, 196, 90, 14]","[111, 83, 40, 80, 87]"
"[81, 88, 84, 88, 87]","[87, 86, 88, 79, 88]"
"[102, 89, 70, 66, 88]","[68, 72, 94, 84, 97]"
"[4, 95, 200, 96, 14]","[95, 76, 52, 77, 109]"
"[10, 93, 194, 91, 18]","[93, 94, 54, 84, 81]"
"[6, 97, 205, 105, 5]","[97, 91, 47, 73, 110]"
"[198, 156, 39, 7, 4]","[50, 63, 93, 101, 97]"
"[12, 105, 224, 79, 10]","[111, 83, 47, 88, 101]"
"[205, 157, 41, 8, 3]","[52, 64, 87, 105, 106]"
"[8, 96, 227, 92, 10]","[97, 107, 42, 80, 107]"
"[12, 99, 203, 118, 11]","[108, 79, 56, 100, 100]"
"[12, 96, 204, 82, 8]","[96, 80, 55, 79, 92]"
"[8, 90, 231, 102, 5]","[108, 90, 55, 90, 93]"
"[10, 107, 213, 107, 8]","[94, 75, 59, 95, 122]"
"[8, 101, 208, 86, 6]","[104, 74, 53, 78, 100]"
"[230, 145, 32, 8, 3]","[44, 62, 98, 115, 99]"
"[83, 65, 99, 88, 68]","[75, 78, 90, 80, 80]"
"[220, 150, 29, 9, 0]","[42, 61, 92, 100, 113]"
"[214, 170, 45, 13, 2]","[54, 66, 107, 116, 101]"
"[88, 86, 73, 102, 95]","[96, 93, 91, 92, 72]"
"[91, 80, 90, 92, 93]","[88, 93, 87, 84, 94]"
"[194, 171, 53, 13, 2]","[58, 61, 99, 98, 117]"
"[185, 171, 49, 13, 3]","[51, 67, 104, 101, 98]"
"[77, 79, 89, 91, 91]","[81, 96, 86, 78, 86]"
"[15, 98, 228, 88, 9]","[102, 96, 59, 92, 89]"
"[76, 96, 89, 78, 87]","[92, 81, 83, 76, 94]"
"[5, 116, 227, 94, 7]","[110, 83, 64, 76, 116]"
"[5, 104, 198, 87, 7]","[96, 84, 47, 80, 94]"
"[225, 159, 41, 4, 1]","[55, 73, 89, 119, 94]"
"[20, 91, 216, 99, 7]","[100, 89, 58, 83, 103]"
"[92, 96, 82, 78, 80]","[92, 77, 86, 77, 96]"
"[211, 168, 47, 7, 9]","[65, 72, 96, 110, 99]"
"[83, 71, 80, 81, 89]","[68, 89, 84, 81, 82]"
"[9, 86, 203, 92, 18]","[100, 87, 62, 72, 87]"
"[205, 155, 53, 4, 3]","[57, 58, 84, 114, 107]"
"[9, 93, 208, 115, 8]","[119, 89, 59, 83, 83]"
"[9, 97, 212, 102, 9]","[118, 72, 42, 91, 106]"
"[184, 159, 49, 11, 2]","[61, 59, 72, 108, 105]"
"[12, 79, 231, 105, 12]","[100, 86, 59, 80, 114]"
"[89, 66, 108, 75, 81]","[79, 103, 71, 91, 75]"
"[86, 85, 76, 86, 95]","[86, 99, 80, 94, 69]"
"[214, 165, 39, 13, 8]","[58, 79, 91, 85, 126]"
"[80, 82, 91, 89, 78]","[93, 89, 82, 76, 80]"
"[90, 81, 72, 82, 79]","[76, 77, 89, 82, 80]"
"[16, 85, 211, 94, 12]","[97, 78, 57, 82, 104]"
"[212, 148, 44, 10, 2]","[52, 67, 100, 95, 102]"
"[5, 116, 221, 88, 6]","[138, 69, 55, 78, 96]"
"[9, 89, 185, 110, 9]","[106, 64, 60, 89, 83]"
"[196, 170, 36, 11, 5]","[60, 60, 86, 114, 98]"
"[79, 93, 77, 90, 89]","[80, 82, 89, 87, 90]"
"[11, 102, 219, 100, 3]","[112, 88, 51, 85, 99]"
"[212, 167, 36, 13, 8]","[49, 69, 94, 98, 126]"
"[11, 87, 216, 83, 13]","[102, 97, 42, 70, 99]"
"[7, 87, 225, 82, 7]","[98, 75, 40, 94, 101]"
"[86, 93, 83, 73, 95]","[91, 84, 94, 79, 82]"
"[8, 109, 187, 88, 14]","[83, 74, 51, 91, 107]"
"[4, 96, 229, 110, 6]","[110, 93, 52, 95, 95]"
"[21, 107, 214, 96, 8]","[120, 80, 64, 86, 96]"
"[97, 80, 71, 82, 78]","[77, 67, 87, 93, 84]"
"[232, 167, 33, 12, 5]","[47, 71, 115, 104, 112]"
"[14, 108, 198, 109, 9]","[123, 70, 56, 79, 110]"
"[3, 104, 201, 89, 10]","[105, 71, 50, 66, 115]"
"[202, 155, 38, 10, 8]","[56, 65, 97, 89, 106]"
"[222, 161, 39, 15, 4]","[50, 74, 88, 97, 132]"
"[16, 115, 200, 98, 19]","[106, 87, 44, 102, 109]"
"[88, 102, 80, 94, 84]","[89, 86, 90, 90, 93]"
