tgt,src
"[220, 163, 49, 11, 5]","[56, 53, 122, 111, 106]"
"[192, 180, 48, 9, 4]","[62, 60, 91, 114, 106]"
"[88, 90, 87, 99, 84]","[109, 85, 90, 80, 84]"
"[195, 160, 50, 12, 3]","[61, 65, 102, 91, 101]"
"[11, 104, 203, 100, 10]","[93, 74, 49, 89, 123]"
"[221, 149, 39, 4, 2]","[39, 62, 110, 111, 93]"
"[80, 88, 84, 90, 87]","[101, 74, 90, 83, 81]"
"[192, 165, 30, 13, 2]","[62, 59, 100, 85, 96]"
"[194, 166, 53, 16, 6]","[59, 72, 83, 105, 116]"
"[245, 147, 41, 8, 8]","[63, 78, 104, 91, 113]"
"[201, 167, 38, 15, 3]","[52, 64, 99, 90, 119]"
"[9, 104, 216, 96, 15]","[115, 91, 60, 74, 100]"
"[78, 96, 93, 83, 100]","[79, 80, 94, 111, 86]"
"[97, 85, 104, 75, 83]","[87, 85, 88, 94, 90]"
"[76, 82, 84, 98, 96]","[99, 91, 90, 70, 86]"
"[8, 86, 233, 112, 10]","[117, 100, 50, 79, 103]"
"[72, 93, 91, 91, 84]","[74, 69, 90, 102, 96]"
"[6, 92, 231, 95, 3]","[95, 94, 41, 84, 113]"
"[86, 76, 93, 82, 78]","[83, 72, 87, 82, 91]"
"[82, 88, 83, 79, 81]","[84, 87, 97, 68, 77]"
"[188, 191, 47, 10, 9]","[66, 62, 96, 104, 117]"
"[221, 172, 39, 11, 3]","[54, 62, 103, 100, 127]"
"[14, 93, 229, 102, 6]","[115, 89, 43, 95, 102]"
"[96, 103, 84, 79, 86]","[83, 88, 88, 97, 92]"
"[12, 104, 237, 83, 10]","[117, 97, 46, 90, 96]"
"[84, 82, 86, 92, 81]","[81, 101, 88, 82, 73]"
"[10, 85, 219, 85, 7]","[93, 87, 45, 72, 109]"
"[10, 113, 214, 99, 5]","[87, 89, 58, 93, 114]"
"[223, 155, 40, 15, 7]","[64, 71, 84, 126, 95]"
"[14, 93, 202, 97, 9]","[126, 59, 59, 85, 86]"
"[6, 106, 211, 86, 3]","[112, 66, 50, 91, 93]"
"[74, 93, 82, 99, 69]","[90, 63, 108, 81, 75]"
"[211, 139, 38, 12, 4]","[44, 66, 88, 94, 112]"
"[213, 175, 28, 13, 1]","[53, 60, 95, 106, 116]"
"[102, 76, 86, 75, 90]","[94, 94, 81, 85, 75]"
"[11, 102, 184, 106, 14]","[88, 77, 59, 73, 120]"
"[189, 163, 42, 9, 6]","[60, 53, 107, 92, 97]"
"[79, 75, 86, 83, 95]","[87, 89, 69, 96, 77]"
"[237, 162, 29, 5, 3]","[42, 67, 114, 111, 102]"
"[8, 104, 203, 100, 17]","[116, 71, 64, 76, 105]"
"[98, 84, 83, 86, 91]","[85, 87, 102, 87, 81]"
"[198, 167, 39, 9, 2]","[58, 66, 94, 105, 92]"
"[14, 82, 232, 101, 14]","[120, 84, 56, 88, 95]"
"[192, 164, 33, 14, 2]","[55, 62, 85, 105, 98]"
"[8, 100, 241, 88, 7]","[100, 102, 32, 97, 113]"
"[85, 87, 81, 97, 87]","[92, 93, 95, 86, 71]"
"[84, 87, 82, 79, 101]","[76, 96, 90, 86, 85]"
"[9, 89, 220, 93, 8]","[85, 102, 53, 92, 87]"
"[8, 98, 197, 108, 14]","[104, 86, 57, 72, 106]"
"[82, 71, 76, 97, 82]","[85, 71, 85, 85, 82]"
"[10, 99, 217, 101, 5]","[117, 87, 45, 84, 99]"
"[17, 92, 213, 108, 14]","[108, 86, 58, 91, 101]"
"[220, 162, 49, 17, 1]","[64, 67, 101, 119, 98]"
"[72, 77, 87, 86, 79]","[84, 77, 79, 73, 88]"
"[228, 156, 36, 6, 6]","[46, 78, 101, 104, 103]"
"[6, 68, 244, 98, 5]","[112, 74, 44, 82, 109]"
"[207, 155, 50, 13, 3]","[43, 71, 97, 102, 115]"
"[70, 87, 74, 102, 98]","[91, 74, 83, 96, 87]"
"[79, 78, 88, 106, 79]","[78, 101, 83, 85, 83]"
"[7, 96, 202, 87, 8]","[100, 81, 49, 72, 98]"
"[78, 73, 86, 85, 99]","[85, 88, 82, 82, 84]"
"[201, 165, 42, 10, 11]","[59, 71, 99, 96, 104]"
"[92, 96, 78, 72, 81]","[73, 75, 101, 87, 83]"
"[78, 98, 89, 72, 87]","[90, 83, 81, 88, 82]"
"[93, 83, 96, 76, 81]","[83, 89, 81, 92, 84]"
"[7, 87, 207, 92, 11]","[91, 86, 56, 83, 88]"
"[11, 96, 206, 97, 11]","[86, 73, 64, 84, 114]"
"[7, 91, 204, 100, 13]","[117, 87, 54, 57, 100]"
"[82, 75, 83, 79, 85]","[69, 77, 76, 89, 93]"
"[201, 160, 47, 21, 2]","[62, 67, 89, 108, 105]"
"[196, 166, 34, 7, 3]","[55, 58, 85, 108, 100]"
"[196, 140, 50, 19, 6]","[46, 54, 91, 112, 108]"
"[76, 82, 80, 90, 97]","[72, 85, 79, 95, 94]"
"[203, 166, 46, 7, 1]","[51, 81, 64, 122, 105]"
"[91, 73, 78, 80, 83]","[96, 85, 71, 75, 78]"
"[187, 165, 45, 14, 5]","[56, 64, 93, 114, 89]"
"[12, 107, 213, 105, 8]","[103, 76, 61, 93, 112]"
"[201, 155, 43, 14, 2]","[62, 73, 79, 107, 94]"
"[6, 124, 199, 93, 7]","[108, 88, 57, 70, 106]"
"[5, 90, 212, 106, 13]","[106, 79, 67, 88, 86]"
"[207, 149, 48, 15, 1]","[52, 66, 93, 85, 124]"
"[95, 84, 82, 90, 79]","[72, 76, 94, 96, 92]"
"[9, 100, 232, 95, 9]","[117, 92, 49, 87, 100]"
"[214, 160, 37, 13, 2]","[54, 73, 91, 98, 110]"
"[11, 99, 221, 101, 7]","[111, 85, 54, 84, 105]"
"[239, 154, 35, 4, 5]","[51, 63, 99, 117, 107]"
"[10, 97, 230, 88, 6]","[113, 72, 54, 90, 102]"
"[12, 101, 208, 105, 13]","[122, 68, 50, 87, 112]"
"[10, 108, 216, 100, 13]","[113, 95, 52, 63, 124]"
"[87, 92, 92, 76, 84]","[82, 86, 80, 85, 98]"
"[80, 72, 84, 82, 92]","[82, 80, 69, 84, 95]"
"[11, 108, 230, 88, 11]","[117, 89, 50, 93, 99]"
"[85, 86, 84, 87, 103]","[87, 89, 99, 90, 80]"
"[10, 99, 213, 108, 12]","[111, 83, 71, 92, 85]"
"[80, 85, 84, 108, 89]","[108, 84, 88, 80, 86]"
"[93, 76, 78, 83, 94]","[76, 84, 87, 92, 85]"
"[194, 150, 47, 12, 7]","[51, 57, 99, 107, 96]"
"[7, 93, 201, 101, 10]","[109, 84, 49, 74, 96]"
"[201, 139, 44, 18, 5]","[52, 74, 87, 95, 99]"
"[218, 148, 38, 13, 6]","[48, 75, 90, 115, 95]"
"[6, 98, 227, 80, 9]","[118, 69, 50, 80, 103]"
"[218, 152, 35, 12, 5]","[49, 69, 101, 109, 94]"
"[226, 160, 39, 11, 7]","[48, 76, 106, 88, 125]"
"[205, 170, 50, 8, 3]","[62, 66, 105, 113, 90]"
"[198, 160, 48, 8, 5]","[67, 58, 80, 110, 104]"
"[181, 148, 54, 19, 4]","[56, 52, 82, 122, 94]"
"[10, 105, 220, 100, 12]","[110, 88, 68, 70, 111]"
"[10, 108, 227, 91, 10]","[117, 91, 51, 93, 94]"
"[87, 79, 94, 103, 77]","[93, 108, 83, 81, 75]"
"[4, 91, 226, 87, 10]","[95, 86, 47, 95, 95]"
"[81, 89, 83, 70, 79]","[87, 62, 80, 92, 81]"
"[84, 78, 80, 76, 86]","[72, 86, 69, 105, 72]"
"[179, 159, 43, 16, 6]","[54, 60, 82, 86, 121]"
"[7, 95, 218, 97, 16]","[119, 84, 53, 79, 98]"
"[197, 158, 38, 11, 2]","[49, 60, 91, 112, 94]"
"[82, 73, 84, 93, 75]","[80, 89, 77, 74, 87]"
"[222, 171, 42, 7, 3]","[56, 71, 95, 114, 109]"
"[15, 102, 197, 103, 13]","[97, 85, 63, 86, 99]"
"[80, 89, 83, 73, 79]","[81, 86, 71, 89, 77]"
"[15, 91, 214, 79, 17]","[103, 87, 49, 78, 99]"
"[6, 102, 223, 106, 9]","[102, 97, 51, 82, 114]"
"[11, 86, 218, 107, 11]","[98, 95, 56, 87, 97]"
"[85, 80, 92, 71, 87]","[70, 76, 86, 105, 78]"
"[88, 97, 86, 89, 80]","[92, 86, 78, 86, 98]"
"[202, 160, 42, 12, 4]","[52, 59, 106, 102, 101]"
"[8, 107, 214, 88, 8]","[99, 72, 54, 90, 110]"
"[95, 78, 93, 78, 99]","[87, 93, 98, 81, 84]"
"[217, 173, 40, 8, 4]","[42, 62, 107, 115, 116]"
"[84, 71, 81, 78, 88]","[72, 89, 79, 85, 77]"
"[10, 84, 223, 121, 7]","[98, 86, 50, 88, 123]"
"[217, 172, 38, 8, 1]","[45, 59, 93, 109, 130]"
"[209, 168, 40, 9, 5]","[66, 68, 92, 109, 96]"
"[83, 83, 93, 73, 80]","[83, 92, 70, 90, 77]"
"[187, 156, 46, 16, 6]","[54, 56, 93, 94, 114]"
"[211, 160, 43, 12, 7]","[51, 63, 102, 113, 104]"
"[85, 94, 87, 93, 88]","[88, 91, 86, 77, 105]"
"[73, 96, 100, 88, 86]","[81, 96, 76, 102, 88]"
"[12, 91, 216, 100, 11]","[101, 96, 45, 88, 100]"
"[85, 85, 88, 94, 86]","[82, 96, 79, 87, 94]"
"[208, 174, 45, 11, 9]","[55, 67, 105, 123, 97]"
"[85, 83, 84, 89, 77]","[85, 92, 79, 73, 89]"
"[5, 103, 215, 113, 4]","[112, 80, 54, 87, 107]"
"[193, 165, 36, 15, 9]","[65, 63, 87, 97, 106]"
"[11, 108, 208, 82, 14]","[100, 78, 55, 88, 102]"
"[179, 137, 59, 15, 10]","[61, 56, 98, 84, 101]"
"[19, 99, 227, 89, 10]","[93, 85, 55, 83, 128]"
"[95, 94, 81, 82, 83]","[81, 87, 95, 74, 98]"
"[205, 153, 48, 18, 8]","[48, 74, 88, 108, 114]"
"[207, 179, 46, 13, 4]","[59, 67, 115, 100, 108]"
"[86, 86, 64, 88, 81]","[67, 78, 84, 82, 94]"
"[15, 90, 196, 91, 11]","[92, 75, 51, 71, 114]"
"[8, 94, 199, 93, 7]","[115, 74, 51, 71, 90]"
"[202, 146, 53, 15, 6]","[59, 73, 82, 112, 96]"
"[11, 113, 204, 83, 15]","[109, 85, 56, 88, 88]"
"[12, 95, 202, 107, 9]","[98, 93, 60, 78, 96]"
"[194, 167, 51, 13, 6]","[61, 73, 99, 100, 98]"
"[204, 141, 45, 15, 5]","[54, 54, 93, 108, 101]"
"[4, 93, 241, 84, 6]","[94, 74, 52, 105, 103]"
"[10, 88, 205, 104, 14]","[105, 75, 67, 91, 83]"
"[88, 78, 87, 90, 77]","[78, 79, 91, 93, 79]"
"[74, 81, 88, 74, 87]","[75, 94, 83, 88, 64]"
"[195, 148, 48, 9, 4]","[42, 67, 84, 115, 96]"
"[205, 176, 38, 9, 4]","[49, 65, 92, 126, 100]"
"[76, 87, 84, 92, 96]","[87, 85, 85, 96, 82]"
"[87, 62, 83, 82, 95]","[75, 89, 81, 75, 89]"
"[91, 74, 73, 71, 98]","[82, 77, 75, 90, 83]"
"[1, 93, 222, 83, 4]","[99, 70, 48, 80, 106]"
"[229, 163, 36, 17, 3]","[52, 73, 92, 119, 112]"
"[89, 92, 92, 84, 80]","[96, 97, 76, 82, 86]"
"[93, 98, 88, 76, 93]","[85, 97, 87, 90, 89]"
"[5, 109, 209, 83, 14]","[109, 86, 50, 76, 99]"
"[211, 152, 49, 8, 5]","[54, 71, 100, 93, 107]"
"[89, 87, 105, 69, 89]","[85, 96, 81, 92, 85]"
"[82, 74, 103, 88, 93]","[100, 89, 74, 83, 94]"
"[214, 181, 33, 7, 2]","[59, 59, 115, 96, 108]"
"[10, 82, 225, 90, 12]","[112, 74, 49, 91, 93]"
"[226, 153, 49, 10, 3]","[48, 74, 88, 129, 102]"
"[10, 86, 205, 96, 8]","[101, 64, 51, 79, 110]"
"[190, 172, 46, 5, 2]","[59, 70, 93, 87, 106]"
"[15, 110, 226, 90, 8]","[102, 91, 48, 99, 109]"
"[237, 159, 38, 8, 2]","[60, 72, 119, 82, 111]"
"[216, 164, 55, 10, 3]","[61, 76, 107, 93, 111]"
"[16, 96, 184, 114, 17]","[109, 88, 57, 79, 94]"
"[78, 68, 96, 100, 85]","[97, 85, 73, 86, 86]"
"[79, 67, 79, 75, 100]","[79, 62, 96, 82, 81]"
"[194, 176, 44, 17, 5]","[58, 64, 102, 117, 95]"
"[87, 88, 93, 81, 84]","[92, 92, 87, 73, 89]"
"[72, 89, 97, 82, 83]","[71, 87, 88, 83, 94]"
"[220, 160, 43, 11, 5]","[61, 78, 88, 104, 108]"
"[231, 159, 45, 10, 3]","[45, 84, 98, 112, 109]"
"[11, 92, 217, 84, 5]","[85, 89, 50, 82, 103]"
"[205, 144, 59, 12, 4]","[53, 76, 98, 102, 95]"
"[85, 99, 77, 99, 83]","[94, 88, 89, 90, 82]"
"[11, 112, 220, 83, 10]","[113, 94, 46, 83, 100]"
"[91, 85, 95, 71, 80]","[83, 98, 80, 89, 72]"
"[207, 171, 47, 10, 4]","[61, 75, 90, 103, 110]"
"[8, 101, 196, 100, 9]","[108, 79, 51, 66, 110]"
"[15, 81, 203, 102, 15]","[93, 81, 55, 83, 104]"
"[192, 141, 56, 11, 1]","[49, 56, 95, 103, 98]"
"[92, 76, 71, 94, 83]","[77, 77, 93, 75, 94]"
"[229, 169, 38, 9, 1]","[52, 66, 100, 111, 117]"
"[14, 93, 208, 103, 10]","[106, 98, 56, 83, 85]"
"[216, 165, 51, 13, 5]","[50, 70, 99, 103, 128]"
"[87, 77, 80, 93, 83]","[84, 81, 90, 85, 80]"
"[202, 158, 37, 12, 0]","[43, 64, 96, 108, 98]"
"[194, 149, 44, 9, 7]","[54, 51, 77, 112, 109]"
"[95, 70, 71, 73, 92]","[77, 88, 77, 83, 76]"
"[200, 154, 43, 5, 3]","[38, 52, 99, 114, 102]"
"[77, 74, 77, 82, 96]","[93, 85, 75, 74, 79]"
"[79, 97, 99, 88, 71]","[107, 78, 72, 88, 89]"
"[194, 159, 38, 9, 5]","[56, 56, 87, 90, 116]"
"[4, 113, 216, 105, 10]","[109, 86, 67, 92, 94]"
"[190, 159, 47, 12, 2]","[55, 75, 81, 95, 104]"
"[191, 159, 39, 16, 5]","[55, 61, 100, 88, 106]"
"[90, 82, 84, 69, 95]","[76, 91, 100, 86, 67]"
"[10, 95, 206, 100, 11]","[115, 71, 49, 78, 109]"
"[216, 162, 44, 13, 3]","[57, 70, 103, 106, 102]"
"[13, 110, 197, 111, 10]","[103, 87, 53, 79, 119]"
"[103, 92, 75, 102, 70]","[90, 99, 91, 81, 81]"
"[8, 94, 217, 91, 12]","[104, 90, 50, 95, 83]"
"[83, 94, 83, 91, 80]","[94, 76, 87, 84, 90]"
"[14, 95, 235, 93, 6]","[107, 92, 58, 91, 95]"
"[213, 161, 42, 11, 2]","[47, 62, 105, 112, 103]"
"[8, 86, 222, 96, 3]","[103, 76, 40, 88, 108]"
"[98, 72, 77, 78, 111]","[86, 96, 94, 76, 84]"
"[203, 158, 50, 11, 4]","[59, 64, 90, 102, 111]"
"[80, 92, 91, 88, 96]","[96, 88, 86, 84, 93]"
"[83, 91, 89, 82, 78]","[84, 94, 78, 87, 80]"
"[79, 84, 106, 87, 83]","[101, 89, 85, 88, 76]"
"[189, 187, 55, 9, 10]","[70, 59, 103, 112, 106]"
"[12, 86, 236, 88, 10]","[110, 100, 50, 87, 85]"
"[213, 153, 37, 14, 2]","[44, 71, 87, 105, 112]"
"[86, 63, 77, 87, 88]","[91, 87, 69, 83, 71]"
"[80, 83, 90, 96, 85]","[88, 93, 90, 72, 91]"
"[79, 93, 86, 90, 78]","[84, 80, 94, 80, 88]"
"[81, 92, 59, 86, 85]","[93, 75, 84, 71, 80]"
"[81, 75, 85, 95, 65]","[78, 78, 81, 88, 76]"
"[7, 98, 204, 99, 8]","[101, 86, 52, 76, 101]"
"[216, 166, 42, 9, 2]","[49, 77, 100, 100, 109]"
"[71, 97, 86, 83, 95]","[85, 87, 90, 90, 80]"
"[15, 109, 221, 86, 8]","[111, 86, 46, 91, 105]"
"[62, 84, 90, 86, 79]","[83, 86, 72, 87, 73]"
"[7, 98, 209, 112, 7]","[113, 74, 55, 83, 108]"
"[243, 149, 35, 5, 3]","[55, 64, 89, 116, 111]"
"[16, 109, 202, 104, 12]","[119, 81, 55, 71, 117]"
"[228, 154, 42, 7, 1]","[44, 76, 96, 105, 111]"
"[202, 143, 42, 10, 8]","[67, 59, 92, 91, 96]"
"[181, 150, 49, 17, 3]","[64, 76, 82, 93, 85]"
"[91, 71, 83, 81, 75]","[80, 89, 70, 75, 87]"
"[9, 90, 221, 112, 8]","[107, 80, 64, 86, 103]"
"[181, 155, 54, 9, 1]","[49, 66, 86, 108, 91]"
"[97, 91, 90, 79, 91]","[93, 86, 97, 91, 81]"
"[92, 72, 80, 87, 69]","[74, 86, 77, 78, 85]"
"[90, 86, 85, 75, 90]","[88, 84, 82, 97, 75]"
"[200, 148, 38, 10, 7]","[45, 67, 91, 105, 95]"
"[200, 148, 43, 11, 8]","[48, 78, 85, 104, 95]"
"[8, 102, 216, 101, 12]","[105, 76, 52, 95, 111]"
"[229, 150, 36, 13, 1]","[46, 77, 101, 94, 111]"
"[103, 94, 81, 89, 73]","[93, 87, 77, 91, 92]"
"[7, 98, 226, 99, 14]","[110, 87, 61, 81, 105]"
"[11, 108, 193, 126, 11]","[113, 87, 61, 83, 105]"
"[220, 134, 43, 9, 0]","[49, 75, 91, 91, 100]"
"[74, 88, 75, 88, 81]","[86, 79, 88, 64, 89]"
"[12, 103, 199, 100, 11]","[91, 81, 42, 90, 121]"
"[5, 86, 211, 103, 6]","[120, 78, 52, 76, 85]"
"[11, 106, 232, 93, 5]","[102, 81, 54, 94, 116]"
"[94, 95, 84, 88, 74]","[84, 78, 93, 87, 93]"
"[92, 82, 70, 89, 84]","[86, 79, 80, 83, 89]"
"[188, 168, 44, 10, 4]","[57, 58, 89, 98, 112]"
"[82, 102, 101, 85, 80]","[88, 94, 83, 87, 98]"
"[80, 70, 81, 96, 84]","[81, 100, 67, 83, 80]"
"[86, 104, 77, 80, 79]","[86, 93, 69, 80, 98]"
"[85, 86, 84, 83, 83]","[91, 80, 82, 91, 77]"
"[87, 78, 81, 91, 78]","[78, 89, 81, 81, 86]"
"[10, 86, 191, 112, 9]","[99, 78, 49, 70, 112]"
"[4, 92, 238, 89, 8]","[98, 96, 48, 74, 115]"
"[82, 86, 90, 97, 86]","[84, 95, 86, 85, 91]"
"[82, 64, 102, 90, 84]","[79, 90, 87, 73, 93]"
"[205, 158, 30, 11, 2]","[45, 64, 93, 113, 91]"
"[224, 146, 30, 13, 3]","[51, 78, 90, 106, 91]"
"[91, 80, 86, 98, 83]","[99, 83, 77, 84, 95]"
"[14, 85, 202, 95, 7]","[101, 78, 51, 76, 97]"
"[212, 139, 43, 14, 1]","[43, 63, 96, 103, 104]"
"[13, 95, 207, 87, 5]","[94, 79, 42, 86, 106]"
"[77, 84, 84, 84, 100]","[82, 93, 89, 83, 82]"
"[89, 94, 79, 88, 91]","[100, 100, 72, 90, 79]"
"[223, 150, 44, 10, 3]","[46, 71, 108, 98, 107]"
"[7, 96, 220, 87, 10]","[95, 93, 52, 86, 94]"
"[10, 94, 223, 100, 15]","[108, 88, 50, 74, 122]"
"[68, 93, 82, 82, 87]","[92, 78, 88, 89, 65]"
"[209, 155, 44, 12, 2]","[51, 73, 102, 90, 106]"
"[212, 154, 31, 4, 2]","[47, 55, 98, 98, 105]"
"[79, 87, 89, 95, 85]","[85, 85, 80, 88, 97]"
"[197, 146, 48, 10, 6]","[56, 51, 82, 115, 103]"
"[212, 160, 31, 12, 5]","[63, 60, 101, 102, 94]"
"[196, 152, 46, 11, 1]","[52, 63, 85, 105, 101]"
"[5, 123, 221, 89, 9]","[110, 85, 45, 86, 121]"
"[12, 98, 193, 91, 10]","[111, 74, 53, 78, 88]"
"[79, 82, 83, 72, 92]","[73, 83, 79, 96, 77]"
"[230, 125, 41, 6, 3]","[48, 77, 87, 95, 98]"
"[13, 112, 193, 93, 12]","[116, 76, 52, 77, 102]"
"[220, 153, 42, 14, 3]","[51, 83, 122, 91, 85]"
"[214, 171, 33, 10, 4]","[58, 62, 95, 105, 112]"
"[6, 88, 211, 95, 14]","[111, 84, 46, 67, 106]"
"[204, 147, 42, 5, 7]","[46, 67, 83, 103, 106]"
"[191, 169, 45, 12, 5]","[60, 65, 89, 110, 98]"
"[19, 87, 221, 94, 9]","[90, 103, 56, 80, 101]"
"[85, 65, 73, 105, 79]","[79, 89, 85, 67, 87]"
"[201, 169, 34, 8, 2]","[61, 60, 85, 108, 100]"
"[5, 99, 217, 113, 4]","[94, 90, 64, 77, 113]"
"[204, 149, 48, 8, 12]","[59, 58, 86, 109, 109]"
"[97, 94, 82, 82, 82]","[82, 88, 80, 97, 90]"
"[8, 92, 217, 91, 5]","[101, 84, 46, 85, 97]"
"[90, 83, 82, 92, 73]","[85, 76, 79, 86, 94]"
"[78, 81, 99, 89, 86]","[80, 84, 81, 83, 105]"
"[14, 95, 194, 103, 10]","[96, 68, 56, 78, 118]"
"[90, 101, 88, 73, 73]","[100, 84, 85, 84, 72]"
"[211, 159, 37, 16, 5]","[56, 55, 97, 113, 107]"
"[204, 168, 48, 8, 2]","[62, 68, 96, 105, 99]"
"[2, 97, 216, 94, 6]","[106, 83, 49, 76, 101]"
"[85, 87, 89, 71, 88]","[84, 78, 78, 86, 94]"
"[89, 79, 95, 87, 70]","[75, 88, 78, 89, 90]"
"[227, 160, 47, 10, 1]","[47, 64, 91, 124, 119]"
"[7, 106, 232, 90, 6]","[91, 103, 60, 72, 115]"
"[199, 149, 49, 14, 4]","[49, 73, 76, 111, 106]"
"[18, 96, 225, 97, 8]","[111, 93, 47, 85, 108]"
"[8, 100, 210, 103, 5]","[89, 75, 56, 86, 120]"
"[189, 170, 40, 10, 5]","[61, 72, 86, 93, 102]"
"[78, 71, 85, 85, 93]","[90, 80, 75, 82, 85]"
"[13, 108, 197, 108, 8]","[112, 75, 63, 85, 99]"
"[201, 178, 42, 8, 2]","[61, 60, 94, 103, 113]"
"[12, 113, 197, 92, 5]","[103, 74, 52, 89, 101]"
"[74, 75, 79, 94, 82]","[88, 83, 79, 69, 85]"
"[199, 155, 55, 12, 3]","[51, 72, 89, 98, 114]"
"[8, 107, 221, 99, 14]","[116, 90, 51, 92, 100]"
"[202, 168, 44, 14, 4]","[47, 73, 106, 106, 100]"
"[86, 86, 82, 85, 83]","[85, 80, 89, 83, 85]"
"[209, 148, 33, 13, 3]","[47, 72, 84, 100, 103]"
"[86, 80, 97, 102, 85]","[88, 107, 83, 86, 86]"
"[222, 160, 36, 10, 4]","[61, 69, 101, 106, 95]"
"[197, 158, 40, 14, 6]","[59, 53, 95, 102, 106]"
"[88, 118, 94, 83, 65]","[89, 75, 92, 106, 86]"
"[102, 80, 86, 75, 77]","[85, 78, 101, 79, 77]"
"[200, 171, 45, 10, 5]","[61, 61, 96, 103, 110]"
"[220, 150, 41, 12, 4]","[48, 66, 106, 93, 114]"
"[219, 164, 36, 15, 6]","[53, 72, 92, 105, 118]"
"[197, 151, 44, 17, 6]","[62, 73, 87, 73, 120]"
"[186, 163, 42, 6, 3]","[54, 60, 81, 103, 102]"
"[12, 104, 222, 100, 9]","[102, 86, 56, 95, 108]"
"[192, 158, 42, 11, 2]","[53, 67, 89, 88, 108]"
"[74, 92, 87, 81, 74]","[88, 66, 87, 92, 75]"
"[16, 94, 211, 104, 9]","[152, 68, 46, 75, 93]"
"[192, 163, 44, 15, 5]","[40, 66, 108, 105, 100]"
"[14, 108, 200, 91, 17]","[91, 89, 57, 74, 119]"
"[198, 152, 43, 12, 1]","[51, 56, 97, 97, 105]"
"[206, 177, 29, 11, 5]","[48, 58, 95, 134, 93]"
"[99, 82, 72, 99, 89]","[87, 90, 92, 87, 85]"
"[6, 96, 232, 98, 6]","[112, 78, 45, 96, 107]"
"[227, 169, 31, 11, 6]","[41, 65, 100, 121, 117]"
"[202, 161, 39, 6, 5]","[47, 59, 101, 92, 114]"
"[94, 91, 84, 88, 75]","[86, 80, 86, 81, 99]"
"[7, 106, 228, 88, 16]","[90, 92, 52, 93, 118]"
"[90, 82, 73, 87, 83]","[83, 86, 97, 75, 74]"
"[10, 94, 221, 107, 10]","[111, 85, 67, 76, 103]"
"[6, 91, 206, 91, 10]","[93, 82, 50, 74, 105]"
"[14, 82, 209, 101, 10]","[96, 91, 56, 71, 102]"
"[8, 102, 234, 91, 7]","[108, 82, 59, 75, 118]"
"[14, 108, 201, 100, 13]","[95, 78, 59, 88, 116]"
"[6, 83, 213, 103, 12]","[91, 92, 53, 75, 106]"
"[15, 102, 232, 80, 10]","[107, 82, 51, 99, 100]"
"[221, 162, 48, 11, 7]","[66, 78, 97, 120, 88]"
"[11, 105, 206, 99, 10]","[92, 77, 63, 78, 121]"
"[21, 106, 209, 90, 6]","[110, 87, 52, 68, 115]"
"[18, 92, 201, 100, 12]","[93, 80, 68, 87, 95]"
"[7, 80, 234, 89, 12]","[107, 78, 50, 77, 110]"
"[214, 168, 39, 10, 1]","[59, 69, 103, 100, 101]"
"[229, 161, 38, 9, 5]","[63, 72, 102, 94, 111]"
"[208, 141, 36, 13, 6]","[49, 64, 89, 104, 98]"
"[180, 159, 56, 14, 3]","[59, 57, 94, 89, 113]"
"[6, 109, 228, 99, 6]","[137, 70, 52, 87, 102]"
"[7, 91, 212, 94, 10]","[107, 75, 42, 81, 109]"
"[85, 75, 71, 81, 90]","[76, 84, 95, 68, 79]"
"[85, 90, 92, 96, 79]","[88, 94, 86, 75, 99]"
"[222, 161, 39, 7, 2]","[45, 63, 110, 106, 107]"
"[81, 89, 83, 95, 90]","[108, 88, 65, 86, 91]"
"[189, 159, 43, 9, 5]","[64, 60, 91, 86, 104]"
"[5, 93, 220, 99, 7]","[114, 74, 52, 80, 104]"
"[84, 86, 91, 83, 75]","[76, 79, 88, 82, 94]"
"[78, 87, 93, 83, 86]","[89, 88, 93, 61, 96]"
"[11, 83, 189, 116, 7]","[96, 91, 50, 56, 113]"
"[78, 73, 91, 96, 84]","[95, 78, 81, 72, 96]"
"[69, 70, 96, 76, 89]","[73, 80, 70, 85, 92]"
"[79, 74, 89, 77, 86]","[88, 78, 88, 74, 77]"
"[87, 79, 85, 93, 98]","[84, 103, 88, 85, 82]"
"[78, 78, 93, 88, 79]","[100, 84, 76, 79, 77]"
"[194, 153, 41, 13, 2]","[51, 59, 94, 109, 90]"
"[95, 72, 88, 87, 87]","[95, 88, 76, 94, 76]"
"[95, 76, 92, 97, 79]","[90, 93, 87, 93, 76]"
"[10, 95, 224, 80, 5]","[81, 79, 51, 85, 118]"
"[16, 99, 211, 101, 8]","[106, 96, 53, 84, 96]"
"[65, 80, 93, 87, 98]","[97, 75, 80, 77, 94]"
"[93, 100, 65, 89, 79]","[85, 76, 87, 86, 92]"
"[224, 149, 48, 10, 3]","[56, 80, 98, 98, 102]"
"[78, 99, 73, 79, 79]","[77, 78, 89, 82, 82]"
"[218, 159, 44, 9, 1]","[45, 63, 96, 110, 117]"
"[203, 175, 44, 6, 2]","[57, 56, 92, 119, 106]"
"[81, 79, 81, 91, 83]","[73, 82, 78, 95, 87]"
"[2, 106, 222, 104, 10]","[107, 78, 64, 88, 107]"
"[7, 100, 200, 108, 10]","[92, 74, 76, 72, 111]"
"[78, 79, 81, 102, 85]","[83, 88, 87, 81, 86]"
"[10, 100, 222, 86, 9]","[112, 72, 58, 73, 112]"
