tgt,src
"[10, 82, 225, 90, 12]","[112, 74, 49, 91, 93]"
"[217, 157, 46, 15, 4]","[49, 78, 91, 102, 119]"
"[218, 140, 36, 13, 5]","[51, 72, 89, 99, 101]"
"[221, 134, 48, 7, 7]","[50, 79, 87, 88, 113]"
"[83, 89, 81, 88, 79]","[90, 94, 72, 73, 91]"
"[226, 153, 49, 10, 3]","[48, 74, 88, 129, 102]"
"[175, 179, 47, 12, 4]","[52, 71, 87, 108, 99]"
"[222, 169, 38, 7, 3]","[54, 71, 101, 107, 106]"
"[202, 152, 47, 11, 4]","[53, 72, 102, 91, 98]"
"[78, 80, 101, 96, 73]","[77, 83, 84, 81, 103]"
"[215, 155, 41, 13, 4]","[49, 70, 90, 109, 110]"
"[16, 89, 202, 97, 12]","[95, 88, 51, 82, 100]"
"[200, 165, 45, 13, 6]","[59, 61, 103, 103, 103]"
"[13, 95, 198, 89, 15]","[106, 81, 45, 84, 94]"
"[9, 90, 195, 98, 13]","[89, 82, 54, 72, 108]"
"[12, 102, 220, 105, 9]","[117, 90, 63, 82, 96]"
"[8, 84, 213, 89, 8]","[94, 89, 52, 79, 88]"
"[161, 164, 53, 18, 6]","[59, 47, 95, 103, 98]"
"[10, 86, 205, 96, 8]","[101, 64, 51, 79, 110]"
"[75, 83, 90, 88, 90]","[91, 81, 89, 78, 87]"
"[189, 159, 46, 13, 2]","[52, 55, 102, 96, 104]"
"[190, 172, 46, 5, 2]","[59, 70, 93, 87, 106]"
"[9, 104, 216, 97, 10]","[90, 90, 65, 82, 109]"
"[15, 110, 226, 90, 8]","[102, 91, 48, 99, 109]"
"[10, 101, 205, 114, 12]","[114, 88, 57, 83, 100]"
"[72, 90, 79, 95, 86]","[101, 83, 82, 81, 75]"
"[184, 190, 48, 12, 5]","[75, 58, 96, 106, 104]"
"[221, 159, 42, 14, 7]","[61, 75, 101, 117, 89]"
"[99, 77, 90, 78, 101]","[95, 97, 80, 97, 76]"
"[11, 110, 188, 93, 11]","[89, 64, 65, 89, 106]"
"[237, 159, 38, 8, 2]","[60, 72, 119, 82, 111]"
"[18, 110, 190, 84, 11]","[110, 74, 55, 73, 101]"
"[207, 146, 39, 15, 1]","[49, 62, 102, 103, 92]"
"[77, 105, 79, 81, 101]","[90, 93, 89, 80, 91]"
"[11, 99, 223, 106, 9]","[114, 83, 48, 78, 125]"
"[83, 71, 81, 96, 83]","[69, 81, 85, 92, 87]"
"[216, 164, 55, 10, 3]","[61, 76, 107, 93, 111]"
"[217, 172, 45, 9, 4]","[61, 57, 103, 117, 109]"
"[16, 96, 184, 114, 17]","[109, 88, 57, 79, 94]"
"[216, 158, 49, 14, 2]","[61, 82, 98, 89, 109]"
"[94, 84, 81, 87, 86]","[85, 82, 90, 93, 82]"
"[105, 90, 83, 82, 72]","[101, 81, 74, 71, 105]"
"[78, 68, 96, 100, 85]","[97, 85, 73, 86, 86]"
"[227, 151, 39, 6, 3]","[45, 73, 98, 108, 102]"
"[79, 67, 79, 75, 100]","[79, 62, 96, 82, 81]"
"[14, 100, 236, 91, 3]","[101, 82, 58, 91, 112]"
"[9, 106, 212, 101, 11]","[112, 71, 54, 98, 104]"
"[211, 153, 43, 13, 3]","[59, 84, 81, 93, 106]"
"[194, 176, 44, 17, 5]","[58, 64, 102, 117, 95]"
"[91, 78, 75, 83, 106]","[76, 86, 104, 85, 82]"
"[85, 71, 91, 104, 90]","[96, 101, 87, 66, 91]"
"[10, 104, 194, 106, 10]","[95, 84, 50, 79, 116]"
"[93, 85, 88, 73, 92]","[86, 80, 84, 96, 85]"
"[89, 85, 79, 80, 88]","[82, 93, 80, 89, 77]"
"[87, 88, 93, 81, 84]","[92, 92, 87, 73, 89]"
"[12, 78, 221, 88, 12]","[99, 99, 40, 67, 106]"
"[17, 92, 190, 92, 13]","[88, 73, 64, 76, 103]"
"[11, 89, 213, 91, 12]","[89, 92, 53, 82, 100]"
"[211, 157, 28, 3, 2]","[57, 66, 93, 96, 89]"
"[12, 101, 225, 92, 9]","[107, 92, 56, 86, 98]"
"[96, 88, 83, 65, 76]","[82, 81, 78, 84, 83]"
"[72, 89, 97, 82, 83]","[71, 87, 88, 83, 94]"
"[9, 77, 220, 101, 4]","[95, 85, 48, 75, 108]"
"[189, 165, 42, 10, 4]","[47, 63, 98, 102, 100]"
"[6, 97, 221, 105, 8]","[98, 85, 52, 92, 110]"
"[203, 160, 52, 10, 1]","[55, 66, 94, 120, 91]"
"[220, 160, 43, 11, 5]","[61, 78, 88, 104, 108]"
"[10, 88, 211, 85, 16]","[97, 83, 58, 80, 92]"
"[84, 100, 85, 80, 83]","[94, 84, 87, 73, 94]"
"[82, 100, 97, 81, 88]","[97, 87, 84, 95, 85]"
"[215, 161, 40, 11, 3]","[45, 79, 89, 108, 109]"
"[7, 87, 203, 98, 13]","[100, 74, 49, 72, 113]"
"[7, 100, 208, 107, 9]","[99, 82, 48, 77, 125]"
"[204, 147, 47, 10, 4]","[56, 69, 86, 94, 107]"
"[99, 73, 67, 82, 99]","[79, 85, 94, 84, 78]"
"[231, 159, 45, 10, 3]","[45, 84, 98, 112, 109]"
"[93, 73, 73, 84, 93]","[85, 95, 84, 81, 71]"
"[11, 101, 198, 89, 9]","[102, 75, 48, 71, 112]"
"[17, 91, 216, 93, 6]","[118, 80, 57, 73, 95]"
"[6, 93, 177, 112, 17]","[113, 73, 58, 82, 79]"
"[11, 92, 217, 84, 5]","[85, 89, 50, 82, 103]"
"[189, 164, 42, 13, 6]","[61, 60, 90, 110, 93]"
"[87, 99, 71, 73, 73]","[83, 71, 86, 77, 86]"
"[217, 149, 42, 13, 5]","[49, 71, 95, 95, 116]"
"[79, 83, 82, 110, 79]","[93, 96, 78, 70, 96]"
"[6, 86, 225, 78, 10]","[102, 88, 43, 86, 86]"
"[88, 88, 92, 93, 76]","[98, 89, 80, 84, 86]"
"[205, 176, 40, 7, 2]","[56, 69, 100, 101, 104]"
"[215, 156, 44, 6, 6]","[52, 62, 80, 129, 104]"
"[88, 71, 71, 106, 86]","[76, 78, 99, 73, 96]"
"[12, 107, 197, 94, 14]","[101, 82, 55, 80, 106]"
"[205, 144, 59, 12, 4]","[53, 76, 98, 102, 95]"
"[84, 104, 92, 85, 82]","[88, 88, 98, 85, 88]"
"[104, 83, 93, 88, 82]","[89, 102, 85, 89, 85]"
"[75, 81, 91, 92, 97]","[87, 95, 90, 86, 78]"
"[210, 153, 27, 7, 4]","[39, 67, 99, 108, 88]"
"[206, 157, 62, 8, 5]","[59, 72, 75, 114, 118]"
"[16, 122, 194, 95, 10]","[122, 76, 49, 96, 94]"
"[83, 91, 70, 82, 88]","[93, 90, 80, 85, 66]"
"[7, 109, 207, 77, 8]","[95, 70, 55, 87, 101]"
"[98, 73, 93, 83, 92]","[87, 106, 70, 85, 91]"
"[10, 89, 201, 103, 12]","[122, 82, 47, 56, 108]"
"[95, 87, 87, 86, 82]","[81, 100, 85, 74, 97]"
"[85, 99, 77, 99, 83]","[94, 88, 89, 90, 82]"
"[191, 150, 44, 14, 4]","[49, 52, 98, 105, 99]"
"[5, 83, 221, 105, 10]","[109, 85, 49, 68, 113]"
"[85, 89, 85, 68, 86]","[68, 93, 87, 88, 77]"
"[203, 187, 40, 14, 4]","[55, 68, 110, 93, 122]"
"[70, 80, 74, 92, 86]","[91, 79, 84, 72, 76]"
"[78, 99, 81, 86, 73]","[80, 81, 79, 80, 97]"
"[8, 95, 214, 91, 15]","[101, 81, 57, 91, 93]"
"[212, 158, 32, 16, 1]","[53, 65, 83, 102, 116]"
"[207, 166, 31, 12, 1]","[68, 60, 85, 87, 117]"
"[8, 108, 223, 88, 10]","[92, 84, 52, 100, 109]"
"[83, 107, 90, 85, 81]","[93, 76, 94, 93, 90]"
"[84, 83, 78, 83, 89]","[74, 79, 91, 87, 86]"
"[90, 99, 87, 101, 63]","[92, 82, 87, 81, 98]"
"[69, 104, 91, 81, 77]","[87, 95, 86, 73, 81]"
"[11, 112, 220, 83, 10]","[113, 94, 46, 83, 100]"
"[91, 85, 95, 71, 80]","[83, 98, 80, 89, 72]"
"[192, 155, 45, 7, 2]","[67, 59, 78, 107, 90]"
"[199, 170, 31, 9, 5]","[54, 58, 90, 112, 100]"
"[14, 83, 195, 96, 13]","[101, 85, 49, 72, 94]"
"[10, 96, 215, 105, 13]","[100, 94, 41, 90, 114]"
"[83, 102, 73, 80, 78]","[78, 77, 99, 83, 79]"
"[80, 87, 90, 92, 90]","[105, 79, 88, 83, 84]"
"[11, 83, 218, 101, 10]","[87, 85, 57, 96, 98]"
"[72, 97, 85, 113, 78]","[93, 80, 96, 86, 90]"
"[237, 158, 35, 11, 6]","[61, 64, 106, 109, 107]"
"[8, 112, 214, 92, 9]","[109, 89, 48, 82, 107]"
"[8, 84, 237, 80, 16]","[111, 91, 50, 78, 95]"
"[6, 87, 208, 98, 7]","[95, 81, 42, 80, 108]"
"[68, 80, 90, 88, 95]","[90, 82, 85, 78, 86]"
"[207, 171, 47, 10, 4]","[61, 75, 90, 103, 110]"
"[12, 118, 200, 106, 6]","[123, 81, 54, 87, 97]"
"[90, 72, 80, 88, 87]","[78, 80, 88, 89, 82]"
"[213, 169, 46, 9, 1]","[54, 70, 96, 111, 107]"
"[8, 101, 196, 100, 9]","[108, 79, 51, 66, 110]"
"[205, 155, 47, 8, 5]","[51, 65, 84, 118, 102]"
"[8, 102, 207, 83, 4]","[110, 68, 59, 70, 97]"
"[15, 81, 203, 102, 15]","[93, 81, 55, 83, 104]"
"[198, 161, 46, 7, 3]","[55, 62, 90, 115, 93]"
"[214, 147, 50, 9, 5]","[51, 77, 101, 98, 98]"
"[235, 159, 39, 11, 1]","[42, 83, 92, 122, 106]"
"[187, 150, 57, 7, 5]","[46, 64, 83, 91, 122]"
"[17, 85, 194, 105, 15]","[93, 84, 53, 85, 101]"
"[72, 88, 89, 79, 79]","[82, 78, 87, 74, 86]"
"[12, 102, 189, 107, 8]","[106, 66, 61, 74, 111]"
"[201, 160, 50, 6, 8]","[47, 61, 98, 110, 109]"
"[229, 149, 51, 13, 3]","[50, 76, 95, 98, 126]"
"[192, 141, 56, 11, 1]","[49, 56, 95, 103, 98]"
"[8, 97, 211, 117, 8]","[86, 97, 64, 91, 103]"
"[12, 101, 211, 102, 20]","[99, 85, 57, 99, 106]"
"[7, 95, 215, 98, 3]","[101, 75, 55, 79, 108]"
"[92, 76, 71, 94, 83]","[77, 77, 93, 75, 94]"
"[93, 80, 93, 70, 89]","[75, 77, 84, 94, 95]"
"[85, 92, 81, 81, 93]","[85, 75, 110, 86, 76]"
"[8, 88, 210, 89, 7]","[93, 88, 50, 80, 91]"
"[11, 94, 198, 110, 13]","[107, 87, 52, 74, 106]"
"[188, 192, 37, 20, 6]","[74, 62, 106, 103, 98]"
"[215, 159, 43, 11, 6]","[48, 82, 99, 92, 113]"
"[9, 82, 229, 80, 8]","[100, 84, 47, 79, 98]"
"[8, 98, 217, 81, 5]","[96, 80, 35, 87, 111]"
"[90, 81, 91, 85, 88]","[80, 90, 86, 95, 84]"
"[221, 156, 40, 5, 1]","[56, 60, 116, 86, 105]"
"[199, 148, 49, 16, 7]","[48, 77, 93, 98, 103]"
"[229, 169, 38, 9, 1]","[52, 66, 100, 111, 117]"
"[71, 78, 97, 72, 86]","[88, 74, 68, 94, 80]"
"[83, 82, 96, 79, 73]","[84, 81, 75, 92, 81]"
"[193, 166, 32, 15, 2]","[54, 65, 88, 91, 110]"
"[199, 158, 58, 9, 2]","[57, 73, 87, 97, 112]"
"[14, 93, 208, 103, 10]","[106, 98, 56, 83, 85]"
"[75, 73, 78, 90, 84]","[86, 74, 80, 84, 76]"
"[216, 165, 51, 13, 5]","[50, 70, 99, 103, 128]"
"[78, 94, 89, 89, 95]","[92, 83, 85, 92, 93]"
"[102, 74, 89, 93, 64]","[74, 103, 82, 71, 92]"
"[68, 94, 86, 82, 83]","[93, 63, 93, 84, 80]"
"[209, 158, 53, 12, 0]","[56, 56, 114, 104, 102]"
"[217, 169, 41, 10, 6]","[69, 60, 104, 103, 107]"
"[93, 80, 85, 84, 96]","[86, 80, 96, 88, 88]"
"[87, 77, 80, 93, 83]","[84, 81, 90, 85, 80]"
"[77, 70, 90, 88, 79]","[69, 75, 80, 88, 92]"
"[8, 110, 214, 99, 10]","[103, 81, 63, 93, 101]"
"[196, 163, 41, 11, 4]","[48, 65, 95, 103, 104]"
"[237, 158, 43, 10, 2]","[58, 78, 105, 108, 101]"
"[8, 100, 200, 101, 12]","[107, 76, 46, 88, 104]"
"[8, 79, 215, 95, 7]","[96, 77, 48, 88, 95]"
"[202, 158, 37, 12, 0]","[43, 64, 96, 108, 98]"
"[78, 94, 87, 81, 97]","[92, 83, 93, 82, 87]"
"[208, 161, 51, 12, 7]","[59, 69, 111, 112, 88]"
"[71, 75, 85, 87, 84]","[86, 75, 85, 83, 73]"
"[90, 76, 87, 76, 90]","[83, 77, 81, 94, 84]"
"[210, 164, 39, 15, 4]","[65, 59, 88, 115, 105]"
"[12, 104, 209, 95, 14]","[102, 79, 52, 75, 126]"
"[7, 100, 224, 93, 7]","[123, 73, 51, 83, 101]"
"[107, 81, 81, 102, 77]","[83, 88, 92, 90, 95]"
"[3, 102, 214, 93, 8]","[95, 85, 59, 81, 100]"
"[8, 86, 221, 104, 12]","[101, 81, 57, 83, 109]"
"[70, 89, 80, 85, 93]","[95, 87, 70, 80, 85]"
"[210, 175, 47, 14, 4]","[64, 79, 96, 97, 114]"
"[191, 178, 44, 12, 3]","[58, 64, 88, 113, 105]"
"[72, 86, 81, 78, 88]","[84, 75, 90, 84, 72]"
"[8, 89, 229, 97, 5]","[107, 84, 51, 73, 113]"
"[195, 161, 45, 16, 6]","[62, 70, 72, 105, 114]"
"[194, 149, 44, 9, 7]","[54, 51, 77, 112, 109]"
"[86, 73, 96, 95, 78]","[81, 89, 93, 80, 85]"
"[9, 102, 239, 90, 10]","[107, 89, 48, 93, 113]"
"[13, 105, 204, 91, 6]","[106, 73, 48, 83, 109]"
"[8, 86, 200, 104, 7]","[93, 81, 65, 79, 87]"
"[5, 111, 219, 92, 7]","[97, 71, 48, 94, 124]"
"[12, 109, 212, 105, 8]","[104, 71, 58, 97, 116]"
"[73, 75, 95, 67, 93]","[74, 74, 97, 79, 79]"
"[11, 91, 220, 109, 6]","[117, 92, 51, 76, 101]"
"[80, 76, 101, 75, 89]","[90, 78, 81, 96, 76]"
"[239, 168, 29, 10, 3]","[57, 72, 93, 118, 109]"
"[199, 153, 49, 8, 3]","[47, 63, 96, 109, 97]"
"[223, 162, 32, 11, 3]","[40, 61, 97, 122, 111]"
"[179, 164, 39, 14, 6]","[68, 52, 92, 102, 88]"
"[93, 84, 66, 103, 101]","[84, 101, 80, 101, 81]"
"[95, 70, 71, 73, 92]","[77, 88, 77, 83, 76]"
"[7, 94, 188, 104, 10]","[93, 83, 46, 75, 106]"
"[14, 113, 201, 112, 9]","[117, 93, 46, 77, 116]"
"[11, 94, 202, 82, 11]","[107, 72, 48, 77, 96]"
"[218, 150, 45, 7, 3]","[60, 59, 91, 106, 107]"
"[21, 108, 177, 100, 11]","[96, 88, 50, 83, 100]"
"[11, 113, 206, 100, 10]","[99, 76, 79, 91, 95]"
"[9, 98, 198, 92, 12]","[91, 79, 59, 83, 97]"
"[206, 165, 42, 11, 2]","[61, 68, 98, 113, 86]"
"[189, 156, 41, 9, 10]","[45, 49, 109, 89, 113]"
"[7, 97, 214, 79, 8]","[104, 84, 51, 74, 92]"
"[198, 162, 43, 15, 3]","[58, 69, 108, 108, 78]"
"[200, 154, 43, 5, 3]","[38, 52, 99, 114, 102]"
"[205, 177, 49, 6, 4]","[51, 54, 100, 131, 105]"
"[77, 74, 77, 82, 96]","[93, 85, 75, 74, 79]"
"[214, 174, 33, 13, 4]","[50, 71, 111, 109, 97]"
"[200, 175, 40, 17, 5]","[64, 79, 96, 95, 103]"
"[99, 82, 85, 77, 87]","[84, 77, 90, 97, 82]"
"[93, 95, 86, 92, 79]","[88, 83, 99, 92, 83]"
"[79, 97, 99, 88, 71]","[107, 78, 72, 88, 89]"
"[194, 159, 38, 9, 5]","[56, 56, 87, 90, 116]"
"[196, 148, 45, 11, 5]","[45, 64, 87, 102, 107]"
"[9, 100, 216, 107, 8]","[110, 86, 57, 82, 105]"
"[233, 160, 39, 11, 6]","[56, 72, 99, 115, 107]"
"[71, 100, 81, 78, 89]","[83, 90, 84, 81, 81]"
"[100, 87, 83, 94, 85]","[82, 89, 95, 98, 85]"
"[207, 161, 45, 12, 1]","[42, 73, 102, 95, 114]"
"[16, 91, 209, 89, 15]","[99, 92, 47, 94, 88]"
"[11, 96, 192, 99, 12]","[85, 78, 71, 73, 103]"
"[89, 89, 76, 98, 82]","[83, 75, 88, 80, 108]"
"[4, 113, 216, 105, 10]","[109, 86, 67, 92, 94]"
"[95, 67, 93, 86, 75]","[78, 90, 76, 81, 91]"
"[204, 143, 44, 11, 5]","[49, 73, 104, 95, 86]"
"[12, 92, 208, 93, 9]","[118, 79, 46, 81, 90]"
"[190, 159, 47, 12, 2]","[55, 75, 81, 95, 104]"
"[80, 89, 83, 83, 83]","[93, 70, 94, 68, 93]"
"[10, 90, 224, 86, 9]","[99, 84, 47, 90, 99]"
"[87, 92, 82, 80, 107]","[92, 89, 88, 95, 84]"
"[191, 159, 39, 16, 5]","[55, 61, 100, 88, 106]"
"[205, 168, 37, 8, 1]","[49, 64, 86, 96, 124]"
"[207, 160, 52, 12, 6]","[52, 77, 109, 97, 102]"
"[90, 82, 84, 69, 95]","[76, 91, 100, 86, 67]"
"[215, 171, 40, 12, 4]","[54, 61, 108, 101, 118]"
"[193, 167, 51, 11, 6]","[66, 73, 90, 110, 89]"
"[204, 175, 46, 14, 5]","[68, 63, 106, 84, 123]"
"[86, 81, 83, 97, 91]","[85, 111, 76, 74, 92]"
"[10, 95, 206, 100, 11]","[115, 71, 49, 78, 109]"
"[8, 105, 202, 108, 4]","[101, 82, 62, 71, 111]"
"[65, 101, 72, 87, 85]","[90, 69, 86, 83, 82]"
"[216, 162, 44, 13, 3]","[57, 70, 103, 106, 102]"
"[23, 100, 204, 104, 14]","[111, 101, 47, 98, 88]"
"[87, 62, 102, 92, 96]","[89, 87, 82, 97, 84]"
"[83, 98, 87, 92, 89]","[99, 86, 98, 75, 91]"
"[10, 91, 192, 103, 4]","[101, 82, 44, 77, 96]"
"[13, 110, 197, 111, 10]","[103, 87, 53, 79, 119]"
"[93, 93, 73, 81, 101]","[84, 93, 84, 92, 88]"
"[218, 183, 32, 13, 1]","[69, 60, 100, 98, 120]"
"[11, 106, 213, 85, 11]","[90, 87, 47, 93, 109]"
"[200, 160, 40, 8, 5]","[48, 70, 87, 99, 109]"
"[209, 172, 38, 13, 3]","[51, 65, 100, 103, 116]"
"[200, 153, 46, 13, 5]","[56, 61, 93, 107, 100]"
"[5, 92, 228, 89, 3]","[114, 75, 41, 71, 116]"
"[103, 92, 75, 102, 70]","[90, 99, 91, 81, 81]"
"[5, 112, 190, 89, 10]","[102, 71, 58, 68, 107]"
"[75, 67, 94, 89, 77]","[84, 72, 72, 73, 101]"
"[80, 102, 81, 83, 90]","[95, 91, 78, 88, 84]"
"[8, 94, 217, 91, 12]","[104, 90, 50, 95, 83]"
"[222, 166, 46, 14, 2]","[63, 68, 97, 105, 117]"
"[83, 94, 83, 91, 80]","[94, 76, 87, 84, 90]"
"[14, 95, 235, 93, 6]","[107, 92, 58, 91, 95]"
"[213, 161, 42, 11, 2]","[47, 62, 105, 112, 103]"
"[11, 81, 247, 94, 9]","[122, 89, 45, 84, 102]"
"[190, 192, 40, 13, 6]","[61, 64, 102, 105, 109]"
"[200, 164, 53, 7, 3]","[60, 62, 95, 97, 113]"
"[15, 95, 210, 101, 8]","[89, 73, 56, 85, 126]"
"[3, 100, 239, 90, 14]","[125, 94, 43, 86, 98]"
"[15, 94, 209, 96, 12]","[94, 75, 61, 79, 117]"
"[8, 86, 222, 96, 3]","[103, 76, 40, 88, 108]"
"[94, 95, 80, 61, 74]","[70, 81, 88, 100, 65]"
"[91, 71, 86, 88, 88]","[76, 90, 90, 84, 84]"
"[89, 82, 83, 86, 81]","[94, 78, 77, 91, 81]"
"[98, 72, 77, 78, 111]","[86, 96, 94, 76, 84]"
"[203, 158, 50, 11, 4]","[59, 64, 90, 102, 111]"
"[204, 147, 45, 18, 4]","[48, 68, 87, 107, 108]"
"[226, 149, 47, 11, 1]","[61, 83, 85, 106, 99]"
"[80, 92, 91, 88, 96]","[96, 88, 86, 84, 93]"
"[13, 76, 213, 95, 9]","[88, 85, 49, 68, 116]"
"[175, 166, 48, 10, 3]","[50, 55, 82, 99, 116]"
"[83, 91, 89, 82, 78]","[84, 94, 78, 87, 80]"
"[79, 84, 106, 87, 83]","[101, 89, 85, 88, 76]"
"[197, 179, 43, 13, 5]","[49, 69, 91, 121, 107]"
"[207, 165, 42, 15, 1]","[65, 64, 104, 90, 107]"
"[204, 184, 36, 13, 3]","[58, 61, 111, 113, 97]"
"[204, 153, 57, 12, 3]","[52, 59, 100, 104, 114]"
"[201, 152, 53, 13, 7]","[57, 66, 91, 113, 99]"
"[14, 95, 204, 88, 15]","[102, 64, 53, 86, 111]"
"[79, 78, 96, 95, 97]","[73, 93, 92, 99, 88]"
"[96, 82, 88, 75, 68]","[90, 69, 84, 81, 85]"
"[205, 158, 47, 17, 7]","[68, 75, 94, 97, 100]"
"[213, 141, 30, 15, 3]","[48, 61, 101, 107, 85]"
"[187, 172, 42, 11, 1]","[50, 63, 101, 102, 97]"
"[189, 187, 55, 9, 10]","[70, 59, 103, 112, 106]"
"[5, 92, 213, 100, 4]","[83, 100, 57, 76, 98]"
"[12, 86, 236, 88, 10]","[110, 100, 50, 87, 85]"
"[90, 83, 104, 79, 89]","[102, 89, 76, 96, 82]"
"[15, 86, 222, 109, 9]","[94, 99, 45, 82, 121]"
"[213, 153, 37, 14, 2]","[44, 71, 87, 105, 112]"
"[3, 90, 216, 98, 6]","[99, 81, 48, 81, 104]"
"[212, 169, 46, 12, 3]","[51, 78, 92, 104, 117]"
"[73, 100, 74, 87, 72]","[80, 92, 77, 76, 81]"
"[86, 63, 77, 87, 88]","[91, 87, 69, 83, 71]"
"[80, 83, 90, 96, 85]","[88, 93, 90, 72, 91]"
"[14, 100, 188, 97, 12]","[96, 67, 55, 90, 103]"
"[93, 87, 91, 85, 88]","[75, 91, 92, 89, 97]"
"[7, 91, 204, 97, 8]","[104, 90, 45, 70, 98]"
"[79, 93, 86, 90, 78]","[84, 80, 94, 80, 88]"
"[81, 92, 59, 86, 85]","[93, 75, 84, 71, 80]"
"[16, 105, 222, 92, 13]","[121, 74, 54, 95, 104]"
"[11, 87, 227, 102, 10]","[88, 93, 53, 98, 105]"
"[81, 75, 85, 95, 65]","[78, 78, 81, 88, 76]"
"[7, 98, 204, 99, 8]","[101, 86, 52, 76, 101]"
"[11, 87, 202, 95, 11]","[106, 76, 47, 72, 105]"
"[103, 82, 93, 88, 71]","[87, 90, 83, 92, 85]"
"[223, 161, 44, 9, 3]","[46, 72, 104, 106, 112]"
"[210, 158, 41, 20, 3]","[51, 62, 100, 104, 115]"
"[213, 163, 35, 10, 3]","[54, 54, 103, 121, 92]"
"[86, 96, 70, 89, 88]","[87, 88, 80, 88, 86]"
"[85, 97, 68, 104, 91]","[68, 90, 86, 95, 106]"
"[9, 80, 220, 81, 11]","[99, 77, 43, 66, 116]"
"[191, 151, 49, 13, 1]","[64, 72, 74, 92, 103]"
"[11, 112, 201, 80, 9]","[102, 66, 47, 89, 109]"
"[216, 166, 42, 9, 2]","[49, 77, 100, 100, 109]"
"[195, 173, 47, 9, 4]","[57, 63, 94, 101, 113]"
"[71, 97, 86, 83, 95]","[85, 87, 90, 90, 80]"
"[79, 89, 84, 76, 91]","[83, 74, 90, 76, 96]"
"[81, 78, 85, 97, 86]","[93, 82, 95, 74, 83]"
"[15, 109, 221, 86, 8]","[111, 86, 46, 91, 105]"
"[12, 100, 176, 108, 8]","[97, 75, 58, 71, 103]"
"[87, 86, 73, 97, 96]","[88, 91, 90, 84, 86]"
"[208, 176, 51, 10, 3]","[49, 74, 112, 107, 106]"
"[62, 84, 90, 86, 79]","[83, 86, 72, 87, 73]"
"[193, 168, 66, 13, 5]","[50, 81, 98, 114, 102]"
"[199, 174, 50, 9, 5]","[57, 60, 98, 114, 108]"
"[9, 92, 222, 88, 12]","[98, 80, 46, 93, 106]"
"[8, 102, 233, 92, 6]","[106, 72, 49, 91, 123]"
"[217, 136, 39, 11, 3]","[45, 68, 89, 102, 102]"
"[10, 96, 208, 93, 5]","[92, 77, 49, 101, 93]"
"[7, 98, 209, 112, 7]","[113, 74, 55, 83, 108]"
"[82, 92, 74, 71, 89]","[79, 74, 95, 90, 70]"
"[89, 74, 99, 78, 66]","[84, 76, 79, 86, 81]"
"[207, 153, 38, 5, 6]","[61, 59, 88, 98, 103]"
"[243, 149, 35, 5, 3]","[55, 64, 89, 116, 111]"
"[73, 78, 80, 100, 92]","[82, 88, 88, 71, 94]"
"[16, 109, 202, 104, 12]","[119, 81, 55, 71, 117]"
"[6, 111, 206, 108, 4]","[107, 97, 49, 70, 112]"
"[79, 94, 96, 73, 68]","[86, 87, 72, 92, 73]"
"[207, 166, 35, 9, 5]","[57, 66, 90, 104, 105]"
"[5, 90, 218, 91, 10]","[117, 87, 44, 73, 93]"
"[12, 100, 208, 110, 14]","[115, 88, 56, 76, 109]"
"[228, 154, 42, 7, 1]","[44, 76, 96, 105, 111]"
"[223, 147, 30, 8, 3]","[50, 51, 98, 107, 105]"
"[93, 76, 93, 87, 101]","[88, 94, 101, 95, 72]"
"[9, 91, 211, 99, 6]","[118, 75, 39, 73, 111]"
"[84, 75, 98, 91, 95]","[106, 72, 89, 87, 89]"
"[9, 100, 224, 97, 13]","[112, 87, 56, 76, 112]"
"[84, 78, 87, 83, 94]","[82, 96, 73, 80, 95]"
"[84, 94, 79, 91, 99]","[81, 86, 102, 98, 80]"
"[78, 82, 95, 72, 75]","[83, 78, 91, 61, 89]"
"[190, 187, 49, 15, 2]","[60, 59, 100, 115, 109]"
"[202, 143, 42, 10, 8]","[67, 59, 92, 91, 96]"
"[204, 180, 40, 7, 3]","[57, 60, 99, 99, 119]"
"[190, 172, 50, 14, 2]","[60, 72, 107, 95, 94]"
"[94, 86, 93, 83, 86]","[72, 105, 82, 85, 98]"
"[181, 150, 49, 17, 3]","[64, 76, 82, 93, 85]"
"[217, 167, 38, 10, 7]","[58, 55, 114, 116, 96]"
"[9, 108, 189, 100, 10]","[106, 84, 37, 75, 114]"
"[91, 71, 83, 81, 75]","[80, 89, 70, 75, 87]"
"[96, 88, 85, 90, 80]","[92, 83, 93, 84, 87]"
"[84, 78, 90, 94, 82]","[99, 81, 75, 87, 86]"
"[3, 93, 206, 93, 10]","[99, 78, 56, 65, 107]"
"[14, 81, 201, 95, 15]","[107, 81, 41, 72, 105]"
"[8, 97, 200, 111, 8]","[111, 86, 56, 60, 111]"
"[89, 85, 82, 83, 78]","[69, 85, 95, 78, 90]"
"[219, 156, 48, 10, 2]","[53, 63, 95, 118, 106]"
"[9, 90, 221, 112, 8]","[107, 80, 64, 86, 103]"
"[71, 87, 83, 86, 85]","[99, 79, 75, 75, 84]"
"[181, 155, 54, 9, 1]","[49, 66, 86, 108, 91]"
"[185, 161, 37, 12, 5]","[54, 57, 95, 96, 98]"
"[217, 167, 43, 13, 3]","[50, 78, 91, 111, 113]"
"[203, 170, 50, 10, 4]","[57, 56, 109, 108, 107]"
"[196, 152, 36, 13, 5]","[45, 60, 86, 116, 95]"
"[3, 97, 220, 104, 4]","[94, 96, 62, 83, 93]"
